hotel_name,author_name,language,review_text
Yücelen Otel Akyaka,Esen Göksu,tr,gerçekten muhteşem doğası i̇çinden akan dere müthiş özel detay dereyi otelin parçası ayrı kahvaltı zengin öğle akşam yemekleri leziz porsiyonlar doyurucu restorantta başta mehmet bey çalışanlar nazik özverili kendine plajı plajda havlu şezlong hizmeti ayrı değer denizi kum temiz otopark sorunu otel personeli övgü tebrikleri hak etmekte akyaka kalınacak otel tekrar gelmeyi kesinlikle düşünüyoruz belde olarakda pahalı şirin yer akyaka sakinlik huzur istiyorsanız düşünmeden gelin
Yücelen Otel Akyaka,Çetin Çetinkaya,tr,son otele geliyoruz memnunuz özellikle sene eylül ayı başına denk getirdik akyaka nın kalabalığı azalmıştı otel sakindi telin plajı plaj sene sakin iyiydi olumsuz kahvaltı seçenekleri sezon kapanmaya yakın geçmiş yıllara azaltılmıştı
Yücelen Otel Akyaka,Caner Altıntop,tr,akyakadaki oteldir tartışmasız kendine kum sahili büyük avantaj otel anlayışlı mesela sahilde otururken yandaki marketten yiyecek içecek alıp rahatlıkla tüketebiliyorsunuz zor ekonomide büyük avantaj sağlıyor tabiki soğutucu çantanıza koyup rahat rahat kazıklanır mıyım düşünmeden yiyip içebilirsiniz otel temiz sağlıkçı ailenin oteli temiz adet kocaman havuzu havuz başında kimse yediğinize içtiğinize karışmıyor odalar büyük kasa restoran fiyatları normal soğuk mezeleri zayıftı efektif restoranlar akyakada odanızda otururken aşağıdan akan su balıklar ördekler kaplumbağalar gerçekten keyifli kötü spor salonu çalışanlar güler yüzlü bence üzerinden dan akyakada kesinlikle tercih etmeniz gereken yer paranın zor kazanıldığı dönemde otele teşekkür ederim
Yücelen Otel Akyaka,Aybala Altunsuyu,tr,denizi konumu otel çevresi güzel odalar duşlar klimalar eski ayrı kum plajı mevcut deniz sığ güzeldi havuzu temizdi evler ahşap odalar ses geçiriyordu kahvaltı açık büfe ortalamaydı sıcaklar fazla olabilir çeşit azdı
Yücelen Otel Akyaka,celia bramley,en,location hotel perfect relaxing time akyaka stayed end season shop closed pool cold even though weather perfect room clean way breakfast strangeusual omelette man good range cheese etc fruit juice flavoured teas melon toaster
Yücelen Otel Akyaka,Agnė Domarkaitė-Sugintė,en,thinking lot decided share bad massage experience hotel guest hotel booked medical massage seemed like good hotel masseuse yearold man beginning seemed friendly harmless first really massage masseuse kept putting loads loads oil rinsing towel rubbed parts little bit time seemd like touching sometimes made think really appropriate touch really massaging lifted legs behind cover bottom pulling back towel showing discomfort point started making weird noises grunting yes yes asked turn put much oil breasts even though wanted cover done massaged face trying cover breasts finally started saying massages women everyday no problem could relax everything unprofessional bit inappropriate professional would noticed body point stiff piece wood froze said very good answer said normal good ok still could believe happening could decide  wanted cover eyes abd massage breasts finally managed say top horrible experience pay tl worst experience life would want woman go sharing exprience even though quite hard
Yücelen Otel Akyaka,ratih indriastuti,en,beginning arrived bit skeptical car park narrow somehow managed parked hospitality good person charge ready hospitalize guesses room clean even satisfied room position able recommend room us room exactly front swimming pool nice others foods nice also breakfast fresh dinner even went restaurant breakfast reasonable prices delicious tables sheets always clean
Yücelen Otel Akyaka,brookeerol,en,ordinary hotel extraordinary beautiful place hotel great story architecture type people attracted years come designed one wellknown architects name nail cakirhan awarded several times unique architecture shapes whole hotel rooms even whole village akyaka owner great story hotel well know writers visitors continues honor died people work extraordinary helpful food great views restaurant coffee shops great best hotel area without doubt
Yücelen Otel Akyaka,Vera Fofonova,en,example great hospitality hospitality returned hotel travelling lot say really impressed warm hospitality staff really amazing mustafa belma co thank lot merit comfortable shuttle time room accounting wishes even heated attentive delicate polity men served breakfast sincerely smiling hotel including women cleaning room good breakfast really like serve local tasty food olives backed house bread mandarins cheese local marmalades etc coffee option improved important many people room wooden room traditional style hotel lot flowers mandarin trees small stream fishes ducks near sea forest hotel authentic turkey best sense season november great choice people like crowd warm shaming cozy water even warm enough swimming favorite trip turkey
Ala Butik Hotel,Mustafa Usta,tr,akyakada cana yakın sıcakkanlı işletme sahibi karşılaşacağımı düşünemezdim i̇şletme sahibi erdal küçükodabaşının ilgi samimiyeti teşekkür ederim kısa akyaka turunda otel seçimini son dakikaya bırakmak zorunda kalmıştık google üzerinden bulduğumuz ala buti̇k oteli temizliği konumu fiyatı seçtik i̇yi seçmişiz memnun kaldık kesinlikle dostlarıma tavsiye edebileceğim otel temiz sıcak samimi denize yakın tesis
Ala Butik Hotel,Şenol ERŞAHAN,tr,eylül ortasında eşim gece konakladık konum müthiş odalar yeterli yeni çarşaf yastık kılıfı almaları gerekiyor temiz olsada lekeler iz bıraktığı görünmüyor sahipleri alakalı oda kahvaltı fiyat performans oteli
Ala Butik Hotel,Canan,tr,önemlisi konum harika gün konakladık arabayı kullanmamıza kalmadı yere yürüyerek gidebilirsiniz merkezi odaları geniş temiz odalarda klima akıllı tv öğlen sıcağını içeride atlatmak harika sesten rahatsız oluyorsanız caddeye bakan odalarda rahatsız olabilirsiniz pencereler sesi baya kesiyor hemen yakınında market kafe pub yemek yiyebileceğiniz yerler fiyatlarına bakmanız lazım bazıları gereksiz pahalı sahile dakika yürüme mesafesinde hayvan dostu işletme memnun kaldım kesinlikle tavsiye ederim
Ala Butik Hotel,Gozde Arya,tr,akyakada kalmak şans yorumlara bakarak tercih ettik i̇yi̇ki̇ güzel seçim yapmışız önemlisi arabaya ihtiyacımız otel tertemiz erdal bey son derece anlayışlı kibar beyfendi şiddetle tavsiye ederim
Ala Butik Hotel,Ferhat Ağa Akyürek,tr,konumu güzel otel temizligi çok odaları geniş ferah fiyat performans oteli kahvaltı verilmiyor malesef buzdolabına küçük su koymuyorlar an önce dolaba su koymalarını rica ederim gece gece çıkıp su almak hiç güzel olmuyor otel işletmecilerine ilgilerinden ötürü teşekkür ederim
Ala Butik Hotel,Thorsten Sund,en,lovely hotel hotel location great close center akyaka min away beach foot hotel manager mr erdal made us feel familiar stuff friendly helpful room clean hygienic ist pleasure stay fancy boutique hotel delicious traditional turkish breakfast served golden roof restaurant away hotel enjoyed moms handmade marmelades fresh scrambled eggs honey excellent selections restaurant nearby street noisy weekend overall come
Ala Butik Hotel,49FLAWLESS,en,nice clean rooms short stay
Ala Butik Hotel,Yasar Ozcelik,en,super
Ala Butik Hotel,Mustafa Usta,en,could imagined would encounter friendly warm blooded business owner akyaka would like thank owner business erdal küçükodabaşi interest sincerity leave hotel selection last minute short tour akyaka chose ala boutique otel found google due cleanliness location price im glad chose pleased definitely hotel recommend friends clean warm friendly close sea facility
Ala Butik Hotel,Şenol ERŞAHAN,en,stayed one night wife mid september location terrific rooms adequate need buy new sheets pillowcases time time even though clean look nice stains leave marks owners caring relevant bed breakfast full price performance hotel
Yelken Hotel Akyaka,Mehmet Kasım Başer,tr,tarihinde günlük kişilik odaya oda kahvaltı giriş yaptık otel anladığım kadarıyla eski akyaka evlerinden esinlenerek eski akyaka konağında ufak dokunuşlar yapılarak yapılmış mimari yapı taş ahşap üzerine kurulmuştur küçük havuzu saat arası açık halk plajına orman plajlarına azmak nehrine yakın yaya dakikada ulaşmak mümkün karşısında migros yakınında restorantlar büfeler giysi takı üzerine satış mağazaları kafe barlar otele kafe bar bulunmaktadır etrafında butik otel mevcut sakin huzurlu yer kaldığımız oda havuzun yanında oda çarşaflar havluları temizdi wc banyo temizdi günde oda genel temizliği yapılmakta çarçaflar değiştirilmektedir otel adet yataklı adet yataklı adet yataklı adet yataklı toplam yataklıdır otel full dolu olduğunda kaldığımız oda dışındaki odaları inceleme şansım kaldığımız sürece ailece rahat ettik aileye uygun otel resimde görüleceği arası verilen kahvaltı güzel doyurucu yemek çevrede keseye uygun restorantlar mevcuttur i̇şletme sahibine çalışanlarına teşekkür ederim
Yelken Hotel Akyaka,PES TÜRKİYE,tr,eşimle gece kaldık oda temizliği iyiydi odalar küçük odada vakit geçirmek içinizi daraltabilir akşam yatmak için kullanacaksanız konumu aşırı kahvaltı fotosunu attım yanında sınırsız çay ekmek alabiliyorsunuz kahve yoktu söyleyince veriyorlar mı orasını bilemem otelin hemen aşağısında sol tarafta  mantıcı kesinlikle mantı yemeden dönmeyin derim bu arada otelin önünde park alanları haftaiçi olduğu için mi bilmiyorum çok rahatlıkla yer bulduk hiç park sorunu yaşamadım havuzu çok küçük aile girmeye çalışırsa çok daralırsınız denize konumu yürüme mesafesi olduğu için denizi tercih etmek çok mantıklı
Yelken Hotel Akyaka,Ebru Mutlu,tr,kişi gece konakladık otel evet fotoğraflardan küçük birinci katta havuza bakan odadaydık sabah da kahvaltı başladığı hareketlilik müzik açılıyor uyku bölünüyor ses yalıtımı gece pubın bas sesi geldi otelle memnun kaldığım kahvaltısı konumu temizlikteki personel ablalar çalışanlar güleryüzlü değillerdi
Yelken Hotel Akyaka,yeşim acar,tr,tarihinde giriş yaptık tatil planı yapmadan rastgele girdik gözlemim odaları ferah temiz havuz manzaralı odasını seçtik konumu mükemmel yerde heryere yürüyerek ulaşabilirsiniz otoparkı memnun araba park sorunu bence karşılama güzeldi güleryüzlüydü bende apart sahibi gereken herşey yapıldı barı büyük avantaj ortam sessiz sakin
Yelken Hotel Akyaka,Can Köşker,tr,odalar inanılmaz küçük bavulu yerleştirmekte zorluk yaşadık günlük tecrübemiz sonucunda yıldız verebildik özellikle bar içki pahalı normalin katı havuzu inanılmaz küçük kahvaltı güzel hazırlanıyor beğendik odalara girmiyorum yan yana kucak kucağa odalarla yatmak isteyenler buyursun gelsin
Yelken Hotel Akyaka,Terri SA,en,nice hotel definitely need room back front rooms noisy bars street dogs decent breakfast coffee available
Yelken Hotel Akyaka,Hamza Na,en,hotel unique atmosphere stuff waw friendly helpful clean room well organized recommend try
Yelken Hotel Akyaka,Clive Notley,en,excellent room first class quality good price
Yelken Hotel Akyaka,Hasan Baldan,en,amazing stay location center everything staff quite helpful
Yelken Hotel Akyaka,Fiona McArthur,en,beautıful place classy
Moğla Taşhan otel,Fidan Canik,tr,kesinlikle tavsiye etmiyorum kahvalıda zeytinyağlı limonu bulundurmayan evden getirip eve geri götürüyorlar diyen hizmet anlayışına sahipler kahvaltı alanı göstermiyor kendimize havuz kenarında yer bulduk gece kalacağız çocuğumuz bizle yatabilir diyoruz telefonda bugüne hiç otelde benzer yaklaşım görmeedim müşterinin  kararıdır hayır kalamaz onaylamıyoruz yorum ldık telefonda konuda alttan alıp kisilik oda tuttuk gecede girmemize rağmen odadan  çıktık  aralarında  konuşmalarına yol açtı son nokta ayrıldıktan odada son derece eğreti duran merdiven vidasi  hesap sormaları anda ses duyuldu yaptığım açıklamaya itibar edilmeyip hayır öyle mimarım gün kontrol ediyoruz diyerek yalancılıkla itham edildim konuşma kayıt tehdit edildim hayatımda böyle muamele görmedim yurt içi yurt dışında çok otelde kaldım işletmeye gitmeyi kimseye tavsiye etmem
Moğla Taşhan otel,Büsra Baykan,tr,odalar inanılmaz şirin tertemiz odalar ufak konaklamak ideal fazlasına eksiği ufakta gardorabı olmadanda konum köy ortasında korunaklı etrafı kapalı hotele gidiş yolu sağlı sollu ağaçlık hotel yokmuş temizlik önemli gerçektende tertemiz kesinlikle tavsiye ederim
Moğla Taşhan otel,Kidsteen club,tr,bugün i̇lginç deneyim yaşadık ailem otel aile oteli odalar sade temiz sahipleri çalışan arkadaşlar cana yakın insanlar otel doğanın içinde vaha öğlen istemeyerek olaya şahit olduk gece otelde konaklama yapan kişiler çıkış saatinde ısrarla otelden çıkmak istemediler otel sahipleri çalışanlar büyük sabırla çıkış saatinin geçtiğini kaldıkları odaya rezervasyon boşaltmaları gerektiğini anlattılar kalanların uçakları saat teymiş saate çıkmayacaklarmış dünyada otelde kaldıklarını ağıza alınmayacak küfürlerle oteli rencide ettiler arkadaşlara oteli kötüleyen yorum yazdırmaya tehdit ettiler ellerinden gelen çirkef yanlış davranışları gösterip oteli alt üst edip giderkende pis çocuk bezini otelin havuzuna atıp gittiler gelenler arapça ve türkçe konuşuyorlardı otel sahiplerini çalışanlarını gerçekten sabırları sakin kaldıkları tekrar tekrar kutluyorum maalesef kuralları bilmeyen görgü görenek içinde insanları kınıyorum
Moğla Taşhan otel,Hakan Akdeniz,tr,odalar temiz öncede kalmıştık konum içerde kalıyor önemli di konaklama kaldık gün geçirmek isteyenler sessiz sakin gelen misafirler genel etrafı gezmek geldiği havuz kalabalık olmuyor problem kahvaltı özensiz vasat diyebilirim dışardan içecek yemek getirmek yasak edilmiş saçma geldi küçük su veriliyor mt bim su yemek fiyatları uçmuş tost butik otellerde konaklama yaptım şekilde fiyatlar karşılaşmadım son gidişim konaklama yapmam
Moğla Taşhan otel,Merve Gübeş,tr,memnun kaldığımız yer bahçesi güzeldi kahvaltı yeterliydi odalar küçüktü sıkıntı bizimle ilgilenen bardaki beyefendi kibar ilgiliydi teşekkür ederiz
Moğla Taşhan otel,Barbara Lawrence,en,unique quaint hotel beaten path gulcin one owners ali went way make us feel welcome room lovely next time well rent suite collapsible staircase amazing grounds fabulous theres plenty parking hidden gem well definitely return
Moğla Taşhan otel,Nushin Satkin,en,inn fleas bedbugs low service middle nowhere unreasonable price
Moğla Taşhan otel,cenk özcan,en,super
Moğla Taşhan otel,Fidan Canik,en,definitely recommend service approach even include olive oil lemon breakfast says bring home take back home one showed us area breakfast found place pool said phone stay night child sleep us never seen similar approach hotel today customers decision received comments phone saying cannot stay approve took seriously booked room people even though checked 11pm left room instead even caused talk among finally left asked account staircase screw makeshift room explanation suddenly heard sound taken account accused lying saying cant like im architect check every day threatened conversation recorded also treated never seen treatment life stayed many hotels home abroad would recommend anyone go establishment
Moğla Taşhan otel,Büsra Baykan,en,rooms incredibly cute spotlessly clean rooms small ideal accommodation need thing lacks small wardrobe without location middle village sheltered surrounded closed area road hotel lined trees sides hotel cleanliness important sweat really clean definitely recommend
Koparan Apart,Akif Keles,tr,akyakada tatilimizin güzel geçeceğini bilsek tatilimizi uzun ayarlardık otele girdiğimiz anda güleryüzle karşıladılar farklı oda tipleri hepsini teker teker gösterdiler odaları göstermeden para istemediler otelde ücretler girişte alınıyor bi bahçe katındaki odayı tuttuk odanın baştan aşağı tertemizdi akyaka evimiz sene geleceğiz inşallah bahçesi begonvil ağacı deniz manzarası ferahlığı şeyiyle aile apartı herkese tavsiye ederim akyakaya yolunuz düşerse mutlaka uğrayın
Koparan Apart,Seda Gökçe,tr,google yorumları otel fotoğraflarına bakarak aynı gün içinde rezervasyon yaptık karşılamaları yaklaşımları güzel yardımcı olmaya çalışıyorlar odalarına özen göstermeleri gerekiyor verdikleri odada klozetin üzeri tavan belli tadilat açıktı görüntü değildi durumda başka boş oda varsa orayı göstermeyebilirler odayı tuttuktan fark edip değiştirmek istedik farklı odayı verdiler odada hijyen eksikti pimapen kapıyı silebilirler silmemişler üzerinde kıl tüy buzdolabının üstünde lekeler mevcuttu odada kurutma makinası yoktu banyo küçüktü boyunda insan klozette rahat edemez mesela kalacağım deneyim yaşamadım maalesef
Koparan Apart,Mehmet Ertunc,tr,eylül yılının ikinci haftasında annem kardeşim eşim muğla akyakada tatil koparan apart oteli tercih ettik i̇yi tercih etmişiz koparan apartın işletmecileri ali bey oğlu umut misapirverliğin üzerinde ilgiyle karşılandık taraf dağ manzaralı tarafı deniz manzarası odaya yerleştik bizimle güzel ilgilendiler tarif edilemez i̇nanın reklamlarını yapmıyorum gelin görün yaşayın son körfezde deniz kenarına gittik yaşlı annem eşin hemen katlanır sandalye temin ettiler i̇yi hala günümüzde güzel insanlar teşekkürler koparan apart oteli̇n i̇şletmeci̇leri̇ ali̇ bey oğlu umut i̇yi varsınız  bi̇zde güzel i̇nsanlar hala aramızda di̇yebi̇leli̇m
Koparan Apart,mustafa akterlık,tr,konumu merkeze uzak odalarda havlu çarşaf tuvalet kağıdı eksikti verdikleri odalardan birinde pencere yoktu ışık almıyordu telefonla rez yaptıracaksanız mutlaka oda fotoğrafı isteyip rezervasyon yaptırın geçerken uğrayıp gece konaklayacagız seçmiştik odaları görünce pişman olduk sonrasında kalırsanız kalın üslupla karşılaştık nakit ödeme anlaştık vergi veriyorlar nakit aldıkları paradan düşünmedik
Koparan Apart,Eda Nur SAYGI,tr,eylül ayında gün konaklama yaptık kaldığımız kötü yer diyebilirim kaldığımız oda nevresimler temiz çok pis kokuyordu akşam vakti çocuğuma duş aldırmak istediğim sıcak su yoktu hamam böcekleri banyo oda geziyordu gereken yerler priz yoktu fotoğraflardakiyle alakası gideceklere asla tavsiye etmiyorum
Koparan Apart,Andaç Görgülü,en,reserved days vacation owner hotel rude adults age boys gave us mattress style bed asked fee normal bed business owners efforts talk rudeness hotel owner says favor cheap burned tl deposit ran away hurry
Koparan Apart,Onur Kapucu,en,turkey trip visited akyaka decided stay night found apart young man replies fast gave us nice room upstairs woke morning amazing view hotel clean bad comfortable recommend visitors book enjoy holiday
Koparan Apart,Adrian Stere,en,wonderful stay koparan apart hotel akyaka staff friendly helpful room spacious clean location perfect exploring town beach breakfast delicious varied terrace lovely view garden would highly recommend place anyone looking relaxing comfortable accommodation akyaka
Koparan Apart,User,en,happy find lovely place even though late last minute uhmet house manager welcomed us even waited us arrived would get lost service care excellent room large suite full balcony kitchen like others said beautiful view quiet peaceful going stay one day stayed three people made us stay uhmet father ali truly connect guests made stay special would travel far come visit stay
Koparan Apart,Альбина Сидорович,en,amazing experience friend room small cozy enough place two person view magical wake every morning give gratitude opportunity see umut owner hotel buckets person whole akyaka believe mewe didn’t find anyone needed somethingumut always beside solved problem thank much hospitality kindness heart
portofino apart,Elif Bozdağ,tr,havuz katında odada kaldık kaldığımız odanın duvarlarında simsiyah küf rutubet sebebiyle odadaki koku yoğundu cam kapıyı açarak uyumaya çalıştık odada bıraktığımız eşyalar nemden ıslandı i̇nsanları koşullarda ağırlamak üstelik fiyatı uygun sayılmaz fiyatlara gidilebilecek başka yerler dışında konumu güzel işletmeci hanımefendi nazik
portofino apart,Ümit Özdüzgün,tr,odalar yenilenmesi temizliğe önem verilmesi gerekiyor perdeler odayı güvenli hissedeceğiniz biçimde kapatmıyor oda çarşaf temizliği
portofino apart,SEVGI EREN,tr,akyaka merkeze yakın konumda uygun fiyatlı apart otopark sorunu apartman önüne aracınızı koyabilirsiniz çalışan bayan nazik yardımsever sorun çözücü odada klima ocak buzdolabı tv mevcut yeterli i̇nternet wifi mevcut mükemmel çekiyor banyoda sıcak soğuk su mevcut banyo gideri akyakaya gelirseniz çekinmeden kalabilirsiniz
portofino apart,Serhat KAR,tr,hizmet bağımlısı değilim yattığım odadaki deterjan kokusu geçtikten rutubet küf kokmamasını banyo tavanında boya olmasını bekliyorum odanın ışıklarının beyaz güzel şaka burayı öven insanların nerelerde konakladığını merak ediyorum son işletmeyle alakasız gece  balkonda ilginç şarkıları telefonundan dinletip hoparlörde uzunca telefon görüşmesi yapan kitleye selamlar
portofino apart,Gözde Gökçayır,tr,bahçe katındaki odada kalmayın odayı geniş seçtim fark ettim oda nemli küflüydü banyonun tavanında sıva yoktu nemden küften görünüyordu odamız bahçe katında temizlik odasının hemen yanındaydı temizlik odasını görünce çarşaflarda yatamadım odamızda elektrikli diş fırçamı unutmuşum i̇şletmeyle iletişime geçtiğimde odada bulmadıklarını söylediler unuttuğuma eminim
portofino apart,Mary -,en,one worst experiences ever room pool level dirty mouldy hair dirt everywhere especially bathroom duvet apparently unwashed balcony door could barely opened closed pipe air conditioning system bathroom dripped litres water every day fridge didnt work freezer compartment top dying cockroach kitchen morning absolutely worth money two positive things managers friendly air condition worked doesnt make experience
portofino apart,Mustafa A,en,excellent place stay great value receptionist polite helpful location great position tucked away hustle bustle town centre rooms decent size clean pool perfect size kid friendly positioned well pleasant place stay family highly recommended
portofino apart,Tyler W,en,nice place really enjoyed conversation owner nail nice enough take ride sidecar motorcycle super cool guy staff friendly checked us thunderstorm great price comfy beds pool looked nice didnt use really beautiful beach nearby rahat beach thank recommendations nail top notch places memorable trip stay back soon
portofino apart,Stepanka Blazejova,en,great place stay akyaka beautiful sea view bay nice swimming pool friendly atmosphere spacious rooms hospitable helpful staff definitely come back
portofino apart,Ersin Genel,en,tried help deal problem caused cancel reservation found another place stay family rooms smaller saw web
Egehan Otel,Ecem Karatasoglu,tr,kaldığım fiyatperformans otellerinden birisiydi çalışanlar otelin sahibi güler yüzlü yemekler güzel türk yemekleri yemekteki meze çeşitleri fazla karnımızı güzel doyurduk önemlisi otel odalar temiz oda içi mobilyalarklimatelevizyon vb yeni rahat ettik asansör konusunun geliştirilebileceğini düşünüyorum asansör kişi alıyor yavaş çalışanlara otel sahiplerine işlerini severek teşekkürler
Egehan Otel,Esra Şamlıoğlu,tr,otel konumu güzel bi yerde odaları tatlı güzel dizayn edilmiş rahat ettik otel sahibi birhan hanım i̇lkem bey annesi adını hatırlayamadım tatlı güleryüzlü insanlar burdanda onlara tekrar teşekkür etmiş olayım kahvaltısına bayıldık kendimizi evde bahçemizde kahvaltı yapıyormuş hissettirdi kesinlikle gözünüz kapalı tercih edebilirsiniz
Egehan Otel,Ethan O'Connell,tr,kaldığım fiyat performans oteldi konumu önünden dolmuşlar geçiyordu online siteden rezervasyon yaptım uyguna geldi havuzu bahçesi otoban manzaralı gün boyu ses olabiliyor odalar temiz bakımsızdı puan kırdım çocuklu ailelere uygun
Egehan Otel,Esen Kurt,tr,antalya yolculuğumuzun kaliteli güzel durağı teşekkür ederiz odalar temiz çalışanlar güler yüzlü fiyat makul hayvanseverler hoşumuza gitti aylık bebeğimizle konakladık memnun kaldık
Egehan Otel,İsimsiz Soyisimsiz,tr,annemle gittiğim turun seçtiği oteldi gece kaldık otelin asansörü yavaştı akşam yemekleri yumurta salatası pembe turşu haricinde iğrençti lobisi koridorları şahaneydi odalar güzeldi duşkabini küçüktü otelin dışı manzarası mükemmeldi
Egehan Otel,ariw,en,dirty noisy smells nasty surprises
Egehan Otel,Patrick Jolibert,en,good location mugla center
Egehan Otel,Muhammed Huseyin,en,bad
Egehan Otel,Greennature Travel,en,nice hotel
Egehan Otel,Özgür Aydemir diyarbakır,en,super
Padok Premium Hotel & Stables,Joy Moon,tr,ağustos ağustosta güzel tesiste konaklama şansını elde ettik resepsiyonda göksun hanımla gitmeden konuştum sesi candan kibar ilgiliydi mutlu oldum gittiğim zaman güzel yemşeşil alanda müstakil harika villalar ağaçların içinde atları sevenler aynı zamanda binicilik sporunun yapılabildiği atların bakıldığı güzel tesis gördüm saygın nezih asil aile güzel ailede yetişen pırıl pırıl güzel genç beyefendi gökhun bey kardeşim hanımefendi göksun hanım kardeşimde tanıştım eğitimleri bildikleri yabancı diller sporcu kimlikleri mütevazilikleri görgülü gerçek türk ailesi gelenek göreneklerine yetişen harika evlatlar abartmıyorum herkese kesinlikle hayatlarında mutlaka uğramalarını tanışmalarını tavsiye ediyorum canı gönülden zamanda güzel aileyle tanışmak azaldı olmasaydı göksun hanımla tanışmamız otele gelmeden hafta aradığımı ulaşamadığımı ilettim grubun geldiğini söyleyip özür diledi andan soluksuz nefis ilgilendi aradığımda aile güzel şekilde suit oda ayarladı gittik babam yaşlı katlı olmasın dedik sefer yeni odalar bulmaya çalıştı memnun etmek sıkılmadan insan sevimli güleryüzlü hanımefendi kibar sonuna sevgi sabırla ilgilenir misafirlerle hayran kaldım başta çalışanlarından kat görevlisi türkan hanım yardımcı konuda mesaisi bittiği saatlerde geldi yardımcı i̇lknur hanım arzu kardeşimiz dörtlüktü naçizane kahvaltı salonlarının büyük olmasını arzu ederdim çeşitleri gün farklı olacak şekilde düzenlense muhteşem zaman karşılarına güzel insanlar çıkmasını diliyorum zamanda zor bulunan yeri muhteşem güzellikte ülkemize layık kaliteli evlat yetiştirdikleri aileyi anne babayı naçizane tebrik derin saygılarımı sunuyorum durmadan güzelim ülkelerini terkedip bencilce başka ülkelere sürekli yerleşen gençler vatanlarını atatürkümüzün kurduğu şehitlerin kanlarını döktüğü güzelim yurdumuzu kalıp güzelleştirip atamıza şehitlerimize layık vatandaşlar kendilerini düşünen zaman sınıf vatandaş olacakları başka ülkeler başka topraklar başka kültürler hevesli vefasız gençlerin bence atamıza asla layık değiller ülkemize yüzyıllarca gelişmemiş eğitimsiz kalitesiz sürü başıboş kimliksiz insanları alıp güzelim ülkemizin şehitlerimizin zorluklarla kanlarıyla kazandırdıkları topraklarımızı satanlara herkese rabbim zaman fırsat vermesin diliyorum napolyonun güzel deyişi varmış askerini sevmeyen başka ülkenin askerini sever acı umarım göksun hanım gökhun kardeşim asil gençlerimiz mucice çoğalırlar herşey ömürleri boyuncu gönüllerince inşallah
Padok Premium Hotel & Stables,Emre KUL,tr,tavsiye rezervasyon yapmayacağımı öğreten otel odalarda lambalar çalışmıyor genel anlamda konforsuz otel köy içinde bulunuyor at binmek isteyenler gidebilir hobi sahipleri kesinlikle tercih edeceğim konaklama yeri kahvaltı sınıfta kaldı bahçesinde sürü tavuk gezinmesine market yumurtası yedik personeller başarılı niyetli asansör bozuktu valizleri merdivenle yukarı ç0ıkardık yoldan karnımız aç geldik yemek işimizi yemek sepetinden halletmek zorunda kaldık olsan kaç puan verirdin otele
Padok Premium Hotel & Stables,Muharrem Okumuş,tr,eylül ayında gece kaldık sezon sonu kaynaklı düşündüğüm boşluk kapanmayan balkon kapısı çalışmayan kettıl sabah aç bırakılan atların çıkardığı gürültü uyanma alarm kurmadan güne başlamanıza yardımcı sakin fiyat performans oteli i̇lk gün çıkış günü kahvaltı farklılığı düşündürücü
Padok Premium Hotel & Stables,Ersan Çeliker,tr,i̇ş geldiğimizde plansız şekilde ekibimle konaklamak durumunda kaldık odalar temiz kesinlikle güzel çalışanlar sahipleri özel insanlar i̇stemeden ufak sıkıntı yaşattım anl anlayışlılar durumun içinde  kalsam muhtemelen konaklayan misafire tepkim çok sert olurdu odayla ilişik ekibimin yaşattığı sıkıntı söz konusu olmasına rağmen çok anlayışlılar gerçekten güzel insanlar saçma sapan fiyatları sessiz güzel yer hayvanlarla aranız iyi değilse isminde stables yazan yere gitmeyin zahmet köpek kedi girişte sevgi ölüyorlar tatlılar anlatamam kabul ederler mi bilmem her şey için teşekkürler
Padok Premium Hotel & Stables,Murat Yaz,tr,köpek korkusu fobisi olanlar kesinlikle gitmesin çocukların vardı otele girerken tedirgin oldular lobide tane köpek karşılıyor sorduğunuz bişey yapmaz deniliyor akşam racıma giderken lobide bekliyorlardı kapıdan çıkmadan köpeklerin bişey yapıp yapmayacağını sordum bişey gidin denildi kapıdan çıktım adım attım köpekler arkamdan çıktı bi anda koşmaya başladı saldırdı bende korku arabanın kaputuna çıktım sonuç kaput göçtü sesleri duyunca resepsiyondakiler geldi bişey yapmaz bişey yapmaz lafla e dedim aldırdı geldiniz sesi duyunca işte öyle yapıyor e arabam olucak cevap böyle rezillik arabada hasar oluştu korktuğumuz yanımıza kaldı kesinlikle tavsiye etmiyorum özellikle çocuklu aileleri dikkat edin tatiliniz zehir olmasın
Padok Premium Hotel & Stables,Petar Popovic,en,arrived day long drive marvelous afternoon visited stables wonderful horses enjoyed coffee sunset swim literally everything seemed we enjoyed short stay get good rest long drive 11pm someone entered room didnt open door screamed bed wait minute repairman repairing broken door lock strange surprise half hour forgot nightmare started full construction crew started renovations midnight loud tools possible mean bedtables moving guys reception disappeared hours since repair crew don’t understand english pretending don’t understand word stop get sleep take nap bench finished 2am never similar experience place really wonderful stay quite nightmare
Padok Premium Hotel & Stables,Mohamed Elsayed,en,one best places ive ever went life staff friendly helpful room greatly organized bathroom great good water pressure totally woth experience
Padok Premium Hotel & Stables,John Mitchell,en,first class stables immaculate housekeeping beautiful horses everything stables polite attentive staff real sanctuary
Padok Premium Hotel & Stables,Mustafa Zafer Sunu,en,excellent place surrounded pine forest also quality equestrian club thank
Padok Premium Hotel & Stables,mustafa zafer sunu,en,excellent hotel equestrian club surrounded forest sich near bay gökova
